goal,gender,age,height_cm,weight_kg,bmi,diet_type,activity_level,equipment,frequency,region,persona
stay_active,Female,30,164.6,69.3,25.6,standard,moderate,no_equipment,6,indian,8
lose_weight,Male,27,178.8,58.7,18.4,vegetarian,light,full_gym,5,western,0
build_muscle,Female,24,162.8,52.1,19.7,vegetarian,sedentary,no_equipment,3,global,0
lose_weight,Male,36,174.8,68.3,22.4,eggetarian,active,dumbbells,6,global,1
lose_weight,Female,52,164.3,41.1,15.2,standard,very_active,dumbbells,5,western,8
lose_weight,Female,64,153.9,55.3,23.3,standard,active,dumbbells,4,western,8
stay_active,Male,16,179.0,90.6,28.3,standard,active,dumbbells,4,indian,0
stay_active,Female,37,162.0,58.3,22.2,vegetarian,active,dumbbells,3,indian,8
lose_weight,Female,59,163.6,40.0,14.9,eggetarian,very_active,dumbbells,5,western,8
build_muscle,Female,18,174.7,52.4,17.2,standard,very_active,no_equipment,4,western,0
build_muscle,Female,40,155.8,52.7,21.7,vegetarian,light,full_gym,4,western,2
stay_active,Female,23,171.9,67.4,22.8,jain,very_active,dumbbells,4,indian,8
build_muscle,Male,36,177.1,69.1,22.0,vegetarian,light,no_equipment,3,indian,0
improve_stamina,Male,38,165.0,80.7,29.6,eggetarian,light,full_gym,3,western,0
improve_stamina,Other,17,170.3,74.8,25.8,vegetarian,active,no_equipment,4,indian,0
lose_weight,Other,50,166.1,56.0,20.3,standard,light,dumbbells,3,indian,1
lose_weight,Male,22,173.5,78.7,26.1,jain,light,no_equipment,3,indian,0
lose_weight,Male,29,170.4,74.5,25.7,jain,sedentary,dumbbells,5,indian,1
stay_active,Male,33,178.6,47.0,14.7,standard,moderate,dumbbells,3,indian,0
lose_weight,Male,33,173.4,60.3,20.1,jain,sedentary,dumbbells,4,western,1
lose_weight,Female,41,164.4,62.1,23.0,vegetarian,active,full_gym,5,indian,0
build_muscle,Male,33,173.6,95.9,31.8,eggetarian,light,full_gym,4,indian,2
improve_stamina,Male,46,172.1,67.8,22.9,standard,moderate,dumbbells,4,indian,7
lose_weight,Male,35,185.8,55.7,16.1,vegetarian,light,no_equipment,3,indian,0
build_muscle,Female,27,153.3,60.4,25.7,jain,light,no_equipment,4,western,0
lose_weight,Female,24,153.3,65.5,27.9,eggetarian,light,no_equipment,3,global,8
build_muscle,Female,39,156.5,63.0,25.7,standard,sedentary,dumbbells,6,indian,1
build_muscle,Male,25,176.3,69.4,22.3,vegetarian,active,no_equipment,4,indian,0
stay_active,Female,64,157.3,73.3,29.6,standard,sedentary,no_equipment,4,indian,7
lose_weight,Female,57,164.6,101.2,37.4,standard,moderate,dumbbells,5,indian,6
build_muscle,Male,32,169.4,76.6,26.7,standard,light,dumbbells,5,indian,1
build_muscle,Female,21,155.9,66.3,27.3,vegetarian,very_active,dumbbells,3,indian,1
lose_weight,Female,34,156.0,66.2,27.2,standard,very_active,full_gym,6,indian,6
improve_stamina,Female,41,167.1,53.0,19.0,eggetarian,active,no_equipment,3,global,7
improve_stamina,Male,43,181.0,92.6,28.3,standard,light,no_equipment,4,indian,7
lose_weight,Male,52,179.1,69.3,21.6,standard,light,dumbbells,3,global,1
build_muscle,Male,34,172.5,49.2,16.5,vegan,active,dumbbells,6,western,1
build_muscle,Female,18,154.4,77.2,32.4,eggetarian,active,full_gym,4,western,3
build_muscle,Male,24,169.8,57.2,19.8,eggetarian,sedentary,full_gym,4,indian,2
lose_weight,Male,28,163.1,99.8,37.5,standard,moderate,full_gym,4,western,6
build_muscle,Female,59,162.8,72.0,27.2,eggetarian,light,dumbbells,3,western,1
lose_weight,Female,20,153.1,84.5,36.1,eggetarian,light,no_equipment,4,western,6
lose_weight,Male,40,166.4,73.1,26.4,vegetarian,light,full_gym,5,global,0
lose_weight,Male,62,158.7,60.0,23.8,standard,moderate,dumbbells,3,indian,1
stay_active,Male,37,182.7,65.4,19.6,vegetarian,light,dumbbells,5,indian,5
stay_active,Male,19,161.8,40.0,15.3,standard,light,full_gym,5,indian,5
build_muscle,Male,28,175.5,78.3,25.4,standard,moderate,dumbbells,3,western,1
build_muscle,Other,36,164.9,67.0,24.6,standard,moderate,full_gym,5,indian,2
stay_active,Male,35,183.3,67.3,20.0,vegetarian,light,no_equipment,3,indian,5
build_muscle,Male,41,169.6,74.9,26.0,standard,light,full_gym,3,indian,2
build_muscle,Male,55,161.9,76.5,29.2,vegan,very_active,no_equipment,5,global,0
stay_active,Female,39,152.1,76.7,33.2,vegetarian,moderate,dumbbells,5,western,0
build_muscle,Male,51,183.6,74.0,22.0,standard,very_active,no_equipment,5,indian,0
lose_weight,Female,28,148.3,66.4,30.2,standard,sedentary,full_gym,6,indian,6
improve_stamina,Female,29,168.3,64.4,22.7,vegetarian,active,no_equipment,6,indian,0
improve_stamina,Female,40,155.9,62.0,25.5,standard,moderate,no_equipment,4,indian,7
stay_active,Male,23,171.6,55.1,18.7,eggetarian,sedentary,dumbbells,3,indian,5
lose_weight,Female,38,157.6,51.3,20.7,eggetarian,very_active,no_equipment,3,global,8
lose_weight,Female,31,147.6,72.5,33.3,vegetarian,sedentary,full_gym,4,indian,6
lose_weight,Female,31,161.3,62.9,24.2,vegan,light,full_gym,4,indian,0
lose_weight,Male,31,177.5,78.6,24.9,standard,active,full_gym,3,indian,0
lose_weight,Male,54,150.7,66.8,29.4,standard,moderate,no_equipment,4,western,6
build_muscle,Female,23,157.8,50.4,20.2,vegetarian,moderate,no_equipment,3,indian,0
improve_stamina,Female,25,151.8,66.5,28.9,eggetarian,light,no_equipment,4,indian,0
build_muscle,Female,51,167.8,63.7,22.6,standard,active,dumbbells,5,indian,1
improve_stamina,Male,64,181.1,97.6,29.8,standard,moderate,dumbbells,4,indian,7
improve_stamina,Male,36,171.0,78.1,26.7,vegetarian,active,dumbbells,5,indian,0
stay_active,Female,17,154.3,50.6,21.3,standard,active,no_equipment,3,global,8
build_muscle,Female,53,169.3,45.0,15.7,vegetarian,moderate,dumbbells,4,indian,1
build_muscle,Female,26,153.6,66.3,28.1,vegan,light,no_equipment,3,indian,0
build_muscle,Female,18,155.1,71.7,29.8,eggetarian,light,dumbbells,3,indian,1
build_muscle,Male,17,165.4,98.8,36.1,standard,light,full_gym,6,indian,2
lose_weight,Female,37,161.1,89.6,34.5,standard,moderate,dumbbells,6,indian,6
build_muscle,Male,43,175.8,46.0,14.9,eggetarian,active,full_gym,5,global,0
build_muscle,Male,16,167.0,62.0,22.2,vegetarian,moderate,no_equipment,5,indian,0
lose_weight,Female,36,154.9,53.8,22.4,eggetarian,very_active,dumbbells,3,indian,8
lose_weight,Female,47,154.6,72.9,30.5,standard,moderate,full_gym,6,indian,6
build_muscle,Female,19,145.9,67.6,31.8,standard,light,no_equipment,4,indian,0
improve_stamina,Male,64,185.3,40.0,11.6,eggetarian,moderate,full_gym,4,indian,7
lose_weight,Male,41,164.8,87.9,32.4,vegetarian,sedentary,dumbbells,5,western,6
build_muscle,Female,55,173.3,58.0,19.3,standard,sedentary,no_equipment,4,indian,0
build_muscle,Female,25,160.6,47.2,18.3,vegetarian,sedentary,no_equipment,3,indian,0
lose_weight,Female,26,168.7,63.2,22.2,vegetarian,moderate,no_equipment,4,indian,8
build_muscle,Female,50,172.1,64.3,21.7,vegetarian,moderate,no_equipment,5,indian,0
build_muscle,Male,58,165.8,89.2,32.4,standard,active,dumbbells,4,global,1
build_muscle,Male,21,177.4,73.1,23.2,standard,light,dumbbells,3,western,1
lose_weight,Other,32,157.6,44.8,18.0,eggetarian,moderate,dumbbells,5,indian,1
lose_weight,Female,18,163.8,59.4,22.1,vegetarian,moderate,dumbbells,4,indian,8
lose_weight,Male,30,178.0,61.8,19.5,standard,moderate,dumbbells,5,indian,1
build_muscle,Male,49,167.5,73.1,26.1,eggetarian,light,no_equipment,3,indian,0
stay_active,Male,37,178.0,92.8,29.3,standard,moderate,dumbbells,5,western,0
build_muscle,Male,60,177.5,40.0,12.7,eggetarian,moderate,dumbbells,5,global,1
build_muscle,Male,63,168.6,66.4,23.4,vegetarian,light,no_equipment,4,global,0
stay_active,Male,25,169.1,70.9,24.8,jain,moderate,dumbbells,5,indian,0
build_muscle,Female,39,164.3,72.8,27.0,eggetarian,moderate,dumbbells,3,indian,1
stay_active,Female,24,162.0,51.2,19.5,vegetarian,light,full_gym,3,indian,5
lose_weight,Male,24,170.2,54.4,18.8,standard,moderate,dumbbells,4,western,1
improve_stamina,Male,34,187.6,98.6,28.0,vegetarian,very_active,no_equipment,3,indian,0
improve_stamina,Male,35,170.7,73.8,25.3,eggetarian,light,no_equipment,3,indian,0
improve_stamina,Male,34,168.3,54.0,19.1,vegetarian,very_active,no_equipment,4,indian,0
build_muscle,Male,16,183.2,91.4,27.2,vegetarian,moderate,no_equipment,4,indian,0
lose_weight,Male,61,186.2,81.3,23.4,standard,light,no_equipment,3,western,0
lose_weight,Female,35,166.7,57.5,20.7,standard,light,full_gym,6,indian,0
build_muscle,Female,51,157.5,42.9,17.3,eggetarian,light,full_gym,4,western,2
improve_stamina,Male,37,177.5,78.7,25.0,standard,moderate,no_equipment,4,indian,0
lose_weight,Male,34,166.3,94.8,34.3,standard,very_active,full_gym,6,global,6
build_muscle,Male,29,172.4,101.0,34.0,standard,moderate,dumbbells,3,indian,1
lose_weight,Female,36,165.8,49.1,17.9,standard,active,dumbbells,3,western,8
build_muscle,Female,49,165.8,74.1,27.0,standard,light,dumbbells,4,indian,1
stay_active,Male,16,159.3,71.5,28.2,standard,moderate,full_gym,3,indian,0
build_muscle,Male,39,156.5,88.7,36.2,eggetarian,light,no_equipment,5,indian,0
stay_active,Female,38,158.9,72.4,28.7,eggetarian,moderate,no_equipment,3,indian,8
build_muscle,Male,28,191.0,90.6,24.8,vegetarian,sedentary,no_equipment,3,indian,0
lose_weight,Male,27,183.9,66.5,19.7,vegetarian,moderate,full_gym,6,indian,0
build_muscle,Male,56,192.4,51.3,13.9,vegetarian,very_active,full_gym,5,indian,4
lose_weight,Female,18,163.4,55.5,20.8,standard,sedentary,full_gym,4,western,0
build_muscle,Male,46,167.8,87.1,30.9,standard,very_active,dumbbells,6,indian,1
build_muscle,Female,46,154.1,54.9,23.1,vegan,moderate,no_equipment,4,indian,0
build_muscle,Male,40,167.3,82.7,29.5,standard,light,full_gym,6,indian,2
improve_stamina,Female,56,158.6,62.1,24.7,standard,light,no_equipment,4,indian,7
lose_weight,Male,28,176.1,75.0,24.2,eggetarian,active,full_gym,3,western,0
build_muscle,Female,42,161.1,40.0,15.4,vegetarian,sedentary,dumbbells,5,global,1
stay_active,Male,61,183.5,54.4,16.2,jain,very_active,dumbbells,5,indian,7
improve_stamina,Female,44,153.0,67.0,28.6,standard,sedentary,full_gym,4,western,7
lose_weight,Male,23,175.4,89.2,29.0,vegan,moderate,dumbbells,4,western,6
build_muscle,Female,43,169.5,69.6,24.2,eggetarian,active,no_equipment,4,global,0
lose_weight,Male,61,182.5,92.3,27.7,standard,very_active,no_equipment,5,indian,6
build_muscle,Male,16,177.4,72.6,23.1,standard,light,dumbbells,4,global,1
build_muscle,Female,34,159.7,56.8,22.3,vegetarian,moderate,dumbbells,5,indian,1
lose_weight,Female,40,152.6,40.0,17.2,vegan,moderate,dumbbells,4,global,8
lose_weight,Male,58,170.3,69.8,24.1,vegetarian,light,no_equipment,6,western,0
build_muscle,Female,23,163.3,59.8,22.4,standard,moderate,dumbbells,4,indian,1
lose_weight,Female,21,169.8,53.1,18.4,vegetarian,moderate,dumbbells,5,global,8
build_muscle,Male,47,176.2,71.7,23.1,eggetarian,active,no_equipment,4,global,0
lose_weight,Female,20,154.2,72.3,30.4,vegetarian,light,full_gym,4,western,6
lose_weight,Male,28,167.7,61.4,21.8,standard,moderate,no_equipment,4,indian,0
lose_weight,Female,57,146.5,57.1,26.6,eggetarian,sedentary,no_equipment,3,indian,8
lose_weight,Male,48,176.5,59.6,19.1,standard,very_active,no_equipment,5,indian,0
lose_weight,Male,61,178.7,66.2,20.7,eggetarian,sedentary,dumbbells,5,global,1
lose_weight,Female,50,159.8,60.3,23.6,standard,light,dumbbells,4,indian,8
stay_active,Female,23,161.2,40.0,15.4,vegan,moderate,no_equipment,4,indian,8
lose_weight,Male,31,170.9,70.3,24.1,standard,very_active,no_equipment,5,indian,0
build_muscle,Other,30,162.0,79.1,30.1,standard,sedentary,full_gym,6,global,2
lose_weight,Female,49,159.6,52.2,20.5,vegetarian,light,no_equipment,4,western,8
lose_weight,Male,22,169.1,62.1,21.7,vegetarian,moderate,full_gym,4,western,0
lose_weight,Male,33,169.8,78.9,27.4,eggetarian,light,full_gym,3,western,6
build_muscle,Male,18,162.8,80.3,30.3,standard,sedentary,no_equipment,3,global,0
improve_stamina,Male,33,171.0,61.8,21.1,standard,very_active,no_equipment,5,indian,0
lose_weight,Female,36,151.3,59.7,26.1,eggetarian,light,dumbbells,5,indian,8
lose_weight,Other,44,176.6,67.9,21.8,standard,moderate,no_equipment,5,global,0
build_muscle,Male,29,173.5,79.5,26.4,standard,very_active,dumbbells,5,western,1
stay_active,Male,32,170.9,86.0,29.4,eggetarian,moderate,full_gym,5,western,0
build_muscle,Male,18,187.4,58.8,16.7,vegan,light,dumbbells,3,western,1
build_muscle,Female,25,168.1,48.7,17.2,standard,very_active,full_gym,6,indian,4
lose_weight,Male,57,188.8,75.1,21.1,vegetarian,sedentary,no_equipment,3,indian,0
build_muscle,Other,26,176.6,70.5,22.6,standard,active,dumbbells,5,western,1
lose_weight,Other,36,179.2,49.0,15.3,eggetarian,sedentary,dumbbells,5,indian,1
improve_stamina,Male,33,170.7,84.8,29.1,standard,active,full_gym,3,indian,0
lose_weight,Male,43,191.5,80.0,21.8,standard,sedentary,dumbbells,4,global,1
lose_weight,Female,32,161.3,66.5,25.6,standard,active,no_equipment,4,indian,8
build_muscle,Female,38,158.2,45.9,18.3,eggetarian,active,full_gym,5,indian,3
build_muscle,Male,41,184.9,95.0,27.8,vegetarian,light,dumbbells,3,western,1
build_muscle,Male,19,189.4,61.2,17.1,standard,moderate,dumbbells,6,global,1
improve_stamina,Female,29,146.5,54.5,25.4,standard,moderate,full_gym,4,indian,0
build_muscle,Other,34,155.7,72.1,29.7,vegetarian,sedentary,no_equipment,5,indian,0
lose_weight,Male,34,166.1,74.8,27.1,standard,active,no_equipment,3,indian,6
build_muscle,Female,27,157.4,57.0,23.0,vegetarian,moderate,dumbbells,4,indian,1
lose_weight,Male,20,186.8,83.2,23.8,vegetarian,moderate,dumbbells,5,indian,1
improve_stamina,Male,59,173.8,62.4,20.7,vegetarian,moderate,no_equipment,4,global,7
build_muscle,Female,34,160.3,62.3,24.2,standard,moderate,full_gym,4,indian,2
build_muscle,Female,46,167.7,55.4,19.7,eggetarian,moderate,no_equipment,4,indian,0
lose_weight,Female,46,152.7,69.6,29.8,vegan,moderate,no_equipment,4,indian,8
lose_weight,Male,33,170.9,67.7,23.2,vegan,moderate,dumbbells,3,indian,1
build_muscle,Male,50,180.9,73.1,22.3,jain,sedentary,full_gym,5,global,2
lose_weight,Female,30,160.2,60.4,23.5,vegan,active,full_gym,3,western,0
lose_weight,Female,18,150.5,49.4,21.8,eggetarian,moderate,full_gym,6,indian,0
improve_stamina,Female,32,159.6,60.6,23.8,standard,light,full_gym,4,indian,0
lose_weight,Male,44,172.1,45.5,15.4,standard,light,no_equipment,4,global,0
stay_active,Male,38,167.0,97.2,34.9,vegetarian,moderate,no_equipment,5,western,0
build_muscle,Male,30,173.6,76.7,25.5,eggetarian,active,dumbbells,5,global,1
build_muscle,Male,33,177.1,70.7,22.5,standard,active,dumbbells,3,indian,1
build_muscle,Male,55,178.2,65.3,20.6,standard,very_active,dumbbells,3,indian,1
lose_weight,Female,28,158.9,55.3,21.9,jain,moderate,no_equipment,3,indian,8
lose_weight,Female,29,160.9,61.4,23.7,eggetarian,moderate,full_gym,6,indian,0
lose_weight,Male,43,167.2,63.8,22.8,standard,active,no_equipment,4,indian,0
build_muscle,Male,17,177.2,75.7,24.1,vegetarian,moderate,dumbbells,5,global,1
lose_weight,Male,38,149.9,80.0,35.6,eggetarian,sedentary,dumbbells,3,indian,6
lose_weight,Male,64,174.9,63.2,20.7,standard,moderate,dumbbells,3,indian,1
improve_stamina,Male,28,180.4,46.0,14.1,standard,active,full_gym,3,indian,0
stay_active,Other,35,184.7,59.2,17.4,eggetarian,light,dumbbells,4,indian,5
build_muscle,Male,63,174.0,88.5,29.2,standard,moderate,full_gym,4,global,2
build_muscle,Female,30,156.7,63.5,25.9,standard,moderate,full_gym,4,western,2
lose_weight,Female,29,156.9,65.7,26.7,vegetarian,light,no_equipment,4,indian,8
lose_weight,Male,62,182.6,74.9,22.5,vegetarian,active,dumbbells,5,indian,1
lose_weight,Male,32,182.0,68.0,20.5,eggetarian,very_active,no_equipment,4,global,0
build_muscle,Other,32,170.6,41.1,14.1,standard,active,no_equipment,3,indian,0
lose_weight,Male,28,157.8,70.6,28.4,standard,very_active,dumbbells,4,indian,6
build_muscle,Other,26,178.4,76.7,24.1,standard,moderate,no_equipment,4,western,0
lose_weight,Male,52,162.1,69.1,26.3,eggetarian,sedentary,no_equipment,4,indian,0
lose_weight,Female,21,154.1,49.3,20.8,vegetarian,active,no_equipment,4,indian,8
lose_weight,Other,61,162.3,73.8,28.0,standard,light,dumbbells,5,global,6
lose_weight,Female,29,153.1,70.4,30.0,vegan,sedentary,dumbbells,4,western,6
build_muscle,Female,28,156.8,67.9,27.6,vegan,moderate,full_gym,3,western,2
build_muscle,Female,58,164.3,50.9,18.9,standard,moderate,dumbbells,4,global,1
lose_weight,Female,39,156.4,58.3,23.8,vegetarian,light,no_equipment,4,indian,8
lose_weight,Male,33,177.2,82.0,26.1,vegan,active,full_gym,3,indian,0
build_muscle,Female,37,156.8,81.1,33.0,standard,moderate,no_equipment,4,indian,0
lose_weight,Female,22,168.0,65.1,23.1,standard,sedentary,full_gym,4,indian,0
build_muscle,Male,40,175.3,74.5,24.2,standard,sedentary,no_equipment,3,indian,0
stay_active,Male,30,175.2,80.2,26.1,vegan,sedentary,full_gym,3,indian,5
improve_stamina,Male,64,166.8,58.5,21.0,standard,moderate,full_gym,5,global,7
build_muscle,Other,19,172.4,77.9,26.2,standard,moderate,full_gym,6,indian,2
build_muscle,Male,30,178.3,84.3,26.5,standard,moderate,dumbbells,6,indian,1
build_muscle,Male,34,171.2,40.9,14.0,vegetarian,moderate,full_gym,3,indian,2
improve_stamina,Male,40,174.8,65.2,21.3,eggetarian,moderate,dumbbells,3,western,7
improve_stamina,Female,26,169.2,55.0,19.2,standard,moderate,no_equipment,3,global,0
build_muscle,Female,46,147.4,49.6,22.8,standard,active,dumbbells,3,indian,1
lose_weight,Male,18,183.2,76.2,22.7,standard,moderate,full_gym,4,indian,0
stay_active,Female,27,169.3,78.3,27.3,vegetarian,light,dumbbells,3,indian,8
lose_weight,Female,53,161.8,62.3,23.8,standard,active,dumbbells,4,western,8
build_muscle,Female,52,157.8,66.3,26.6,standard,very_active,no_equipment,4,indian,0
improve_stamina,Female,24,160.8,40.5,15.7,standard,sedentary,full_gym,4,global,0
build_muscle,Male,40,169.3,65.6,22.9,vegetarian,active,dumbbells,4,indian,1
build_muscle,Other,27,159.4,48.8,19.2,standard,very_active,no_equipment,5,indian,0
build_muscle,Female,57,165.6,57.2,20.9,standard,light,dumbbells,3,indian,1
lose_weight,Male,31,170.7,76.8,26.4,vegetarian,light,no_equipment,3,global,0
build_muscle,Female,29,164.5,80.8,29.9,vegetarian,moderate,no_equipment,3,indian,0
build_muscle,Female,36,164.5,48.3,17.8,eggetarian,very_active,full_gym,3,western,3
build_muscle,Male,47,172.2,82.7,27.9,vegetarian,moderate,dumbbells,5,global,1
lose_weight,Female,24,163.6,64.4,24.1,standard,light,full_gym,4,western,0
build_muscle,Male,43,173.4,67.8,22.5,standard,active,no_equipment,5,indian,0
improve_stamina,Female,21,166.5,51.7,18.6,standard,light,full_gym,6,global,0
lose_weight,Female,48,156.8,54.7,22.2,jain,light,no_equipment,4,global,8
lose_weight,Female,31,157.0,67.1,27.2,standard,sedentary,dumbbells,6,indian,8
lose_weight,Female,32,168.2,68.1,24.1,standard,moderate,no_equipment,4,indian,8
stay_active,Other,33,165.5,80.5,29.4,vegetarian,active,dumbbells,4,indian,0
lose_weight,Male,22,171.2,78.8,26.9,vegan,light,dumbbells,3,global,1
lose_weight,Female,54,171.1,52.4,17.9,standard,sedentary,dumbbells,4,indian,8
stay_active,Male,31,170.4,96.2,33.1,standard,active,dumbbells,3,indian,0
improve_stamina,Female,51,150.2,52.1,23.1,vegetarian,moderate,dumbbells,3,indian,7
build_muscle,Male,64,157.9,40.0,16.0,eggetarian,active,dumbbells,5,indian,1
improve_stamina,Male,25,161.1,68.8,26.5,standard,very_active,dumbbells,4,indian,0
build_muscle,Male,30,176.0,60.8,19.6,vegan,light,no_equipment,4,global,0
improve_stamina,Female,31,155.0,58.4,24.3,vegetarian,light,dumbbells,3,global,0
stay_active,Male,40,180.6,58.5,17.9,vegetarian,moderate,full_gym,3,indian,7
build_muscle,Male,64,185.8,62.2,18.0,standard,light,no_equipment,4,indian,0
lose_weight,Male,55,173.3,75.4,25.1,standard,moderate,full_gym,3,indian,0
lose_weight,Female,38,161.9,52.8,20.1,standard,active,full_gym,4,global,0
improve_stamina,Male,47,181.6,71.5,21.7,standard,very_active,full_gym,5,indian,7
lose_weight,Female,53,161.6,57.6,22.1,standard,moderate,dumbbells,4,indian,8
build_muscle,Other,18,174.5,66.3,21.8,jain,sedentary,dumbbells,4,indian,1
build_muscle,Male,42,186.7,72.3,20.7,standard,moderate,no_equipment,5,indian,0
build_muscle,Male,62,167.7,72.5,25.8,standard,active,full_gym,6,indian,0
build_muscle,Male,45,175.1,56.8,18.5,standard,moderate,full_gym,5,indian,2
build_muscle,Male,27,169.7,76.1,26.4,standard,active,no_equipment,4,indian,0
build_muscle,Female,55,154.0,60.7,25.6,standard,active,full_gym,3,indian,0
build_muscle,Female,59,165.5,58.2,21.2,standard,active,dumbbells,4,indian,1
build_muscle,Female,51,149.2,47.2,21.2,vegetarian,light,full_gym,4,indian,2
